Id,Name,Gender,Email,CompanyEmail,EmpPhone,FaxNumber,CitizenIdentification,RoleID,Role,DepID,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,BankName,BankAccountNumber,GrossSalary,NetSalary,ProjectID,ProjectName,ProjectManager,ProjectStartDay,ProjectEndDay,ProjectStatus,Projectbudget,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
130,Đoàn Ngọc Ánh,Female,srobertucci3l@themeforest.net,srobertucci3l@solutiondtk.com,+84 373-855-8388,0268-0916,59535-3001,2,Project Manager,8,Sales,Ho Chi Minh,Franklin College Switzerland,1998-06-09,2020-03-18,2020-05-18,Infinity,2021-10-12,9999-01-01,17684318.72,HSBC,55714-4490,12382368.32,10736572.49,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://amazon.co.uk/elementum/in/hac/habitasse/platea/dictumst/morbi.aspx?eget=ut&vulputate=massa&ut=volutpat&ultrices=convallis&vel=morbi&augue=odio&vestibulum=odio&ante=elementum&ipsum=eu&primis=interdum&in=eu&faucibus=tincidunt&orci=in&luctus=leo&et=maecenas&ultrices=pulvinar&posuere=lobortis&cubilia=est&curae=phasellus&donec=sit&pharetra=amet&magna=erat&vestibulum=nulla&aliquet=tempus&ultrices=vivamus&erat=in&tortor=felis&sollicitudin=eu&mi=sapien&sit=cursus&amet=vestibulum&lobortis=proin&sapien=eu&sapien=mi&non=nulla&mi=ac&integer=enim&ac=in&neque=tempor&duis=turpis&bibendum=nec&morbi=euismod&non=scelerisque&quam=quam&nec=turpis&dui=adipiscing&luctus=lorem&rutrum=vitae&nulla=mattis&tellus=nibh,Full time,80,Offline,2022-03-23,2021-11-21
134,Đỗ Nguyễn Bảo Trân,Female,amacanelley3p@army.mil,amacanelley3p@solutiondtk.com,+84 181-414-0982,22577-070,51393-6222,8,Software Engineer,8,Sales,Ho Chi Minh,University of Kragujevac,1997-02-25,2022-05-31,2022-07-31,Probation,2020-03-13,2022-10-27,12886005.35,HSBC,0069-0154,9875329.28,7761454.98,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://alibaba.com/orci/eget/orci/vehicula/condimentum/curabitur/in.json?luctus=neque&cum=vestibulum&sociis=eget&natoque=vulputate&penatibus=ut&et=ultrices&magnis=vel&dis=augue&parturient=vestibulum&montes=ante&nascetur=ipsum&ridiculus=primis&mus=in&vivamus=faucibus&vestibulum=orci&sagittis=luctus&sapien=et&cum=ultrices&sociis=posuere&natoque=cubilia&penatibus=curae&et=donec&magnis=pharetra&dis=magna&parturient=vestibulum&montes=aliquet&nascetur=ultrices&ridiculus=erat&mus=tortor&etiam=sollicitudin&vel=mi&augue=sit&vestibulum=amet&rutrum=lobortis&rutrum=sapien&neque=sapien&aenean=non&auctor=mi&gravida=integer&sem=ac&praesent=neque&id=duis&massa=bibendum&id=morbi&nisl=non&venenatis=quam&lacinia=nec&aenean=dui&sit=luctus&amet=rutrum&justo=nulla&morbi=tellus&ut=in&odio=sagittis&cras=dui&mi=vel&pede=nisl&malesuada=duis&in=ac&imperdiet=nibh&et=fusce&commodo=lacus&vulputate=purus&justo=aliquet&in=at&blandit=feugiat&ultrices=non&enim=pretium&lorem=quis&ipsum=lectus&dolor=suspendisse&sit=potenti&amet=in&consectetuer=eleifend&adipiscing=quam&elit=a&proin=odio&interdum=in&mauris=hac&non=habitasse&ligula=platea&pellentesque=dictumst&ultrices=maecenas&phasellus=ut&id=massa&sapien=quis&in=augue&sapien=luctus&iaculis=tincidunt&congue=nulla&vivamus=mollis,Full time,80,Online,2022-10-13,2021-12-14
140,Nguyễn Thị Thùy Quyên,Male,hpescott3v@soundcloud.com,hpescott3v@solutiondtk.com,+84 665-346-3661,60289-247,21695-104,1,Admin,3,Marketing,Da Nang,Jatiya Kabi Kazi Nazrul Islam University,1998-12-31,2022-02-07,2022-04-07,1 Year,2021-05-03,2023-04-04,17456541.7,HSBC,54235-205,22725674.57,15774623.69,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://nyu.edu/odio.aspx?etiam=nullam&faucibus=orci&cursus=pede&urna=venenatis&ut=non&tellus=sodales&nulla=sed&ut=tincidunt&erat=eu&id=felis&mauris=fusce&vulputate=posuere&elementum=felis&nullam=sed&varius=lacus&nulla=morbi&facilisi=sem&cras=mauris&non=laoreet&velit=ut&nec=rhoncus&nisi=aliquet&vulputate=pulvinar&nonummy=sed&maecenas=nisl&tincidunt=nunc&lacus=rhoncus&at=dui&velit=vel&vivamus=sem&vel=sed&nulla=sagittis&eget=nam&eros=congue&elementum=risus&pellentesque=semper&quisque=porta&porta=volutpat&volutpat=quam&erat=pede&quisque=lobortis&erat=ligula&eros=sit&viverra=amet&eget=eleifend&congue=pede&eget=libero&semper=quis&rutrum=orci&nulla=nullam&nunc=molestie&purus=nibh&phasellus=in&in=lectus&felis=pellentesque&donec=at&semper=nulla&sapien=suspendisse&a=potenti&libero=cras&nam=in&dui=purus&proin=eu&leo=magna&odio=vulputate,Full time,100,Online,2022-04-08,2022-08-16
142,Tiêu Hà Thi,Male,rspens3x@usda.gov,rspens3x@solutiondtk.com,+84 327-700-9316,67172-181,64762-884,8,Software Engineer,2,Marketing,Ho Chi Minh,Centro Universitário Monte Serrat,1999-11-24,2022-07-05,2022-09-05,1 Year,2020-08-21,2022-01-28,18357358.76,HSBC,0054-2795,15929735.57,8171309.45,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,http://parallels.com/dolor.jpg?a=phasellus&odio=in&in=felis&hac=donec&habitasse=semper&platea=sapien&dictumst=a&maecenas=libero&ut=nam&massa=dui&quis=proin&augue=leo&luctus=odio&tincidunt=porttitor&nulla=id&mollis=consequat&molestie=in&lorem=consequat&quisque=ut&ut=nulla&erat=sed&curabitur=accumsan&gravida=felis&nisi=ut&at=at&nibh=dolor&in=quis&hac=odio&habitasse=consequat&platea=varius&dictumst=integer&aliquam=ac&augue=leo&quam=pellentesque&sollicitudin=ultrices&vitae=mattis&consectetuer=odio&eget=donec&rutrum=vitae&at=nisi&lorem=nam,Part time,100,Hybrid,2021-12-13,2022-08-05
144,Lâm Thiên Di,Male,dliddyard3z@symantec.com,dliddyard3z@solutiondtk.com,+84 915-122-2786,36987-1543,0591-0853,9,Sales,9,Sales,Da Nang,Université Joseph Fourier (Grenoble I),1997-08-05,2022-06-27,2022-08-27,1 Year,2022-04-03,2022-03-01,16414576.77,HSBC,51672-4011,12348548.09,10822062.41,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://indiatimes.com/et/magnis.html?fusce=libero&consequat=convallis&nulla=eget&nisl=eleifend&nunc=luctus&nisl=ultricies&duis=eu&bibendum=nibh&felis=quisque&sed=id&interdum=justo&venenatis=sit&turpis=amet&enim=sapien&blandit=dignissim&mi=vestibulum&in=vestibulum&porttitor=ante&pede=ipsum&justo=primis&eu=in&massa=faucibus&donec=orci&dapibus=luctus&duis=et&at=ultrices&velit=posuere&eu=cubilia&est=curae&congue=nulla&elementum=dapibus&in=dolor&hac=vel&habitasse=est&platea=donec&dictumst=odio&morbi=justo&vestibulum=sollicitudin&velit=ut&id=suscipit&pretium=a&iaculis=feugiat&diam=et&erat=eros&fermentum=vestibulum&justo=ac&nec=est&condimentum=lacinia&neque=nisi&sapien=venenatis,Full time,100,Online,2022-10-14,2022-10-04
148,Trần Đức Anh,Female,celliker43@state.tx.us,celliker43@solutiondtk.com,+84 780-781-2446,0378-2260,51346-016,2,Project Manager,12,Management,Da Nang,Université Cadi Ayyad,1996-09-01,2020-07-21,2020-09-21,Infinity,2020-12-25,9999-01-01,11491889.91,HSBC,68472-127,12163719.55,7238819.33,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,http://independent.co.uk/amet/lobortis/sapien/sapien/non/mi/integer.html?dolor=rutrum&sit=neque&amet=aenean&consectetuer=auctor&adipiscing=gravida&elit=sem&proin=praesent&risus=id&praesent=massa&lectus=id&vestibulum=nisl&quam=venenatis&sapien=lacinia&varius=aenean&ut=sit&blandit=amet&non=justo&interdum=morbi&in=ut&ante=odio&vestibulum=cras&ante=mi&ipsum=pede&primis=malesuada&in=in&faucibus=imperdiet&orci=et&luctus=commodo&et=vulputate&ultrices=justo&posuere=in&cubilia=blandit&curae=ultrices&duis=enim&faucibus=lorem&accumsan=ipsum&odio=dolor&curabitur=sit&convallis=amet&duis=consectetuer&consequat=adipiscing&dui=elit&nec=proin&nisi=interdum&volutpat=mauris&eleifend=non&donec=ligula&ut=pellentesque&dolor=ultrices&morbi=phasellus&vel=id&lectus=sapien&in=in&quam=sapien&fringilla=iaculis&rhoncus=congue&mauris=vivamus&enim=metus&leo=arcu&rhoncus=adipiscing&sed=molestie&vestibulum=hendrerit&sit=at&amet=vulputate&cursus=vitae&id=nisl&turpis=aenean&integer=lectus&aliquet=pellentesque&massa=eget&id=nunc&lobortis=donec&convallis=quis&tortor=orci&risus=eget&dapibus=orci&augue=vehicula&vel=condimentum&accumsan=curabitur&tellus=in&nisi=libero&eu=ut&orci=massa&mauris=volutpat&lacinia=convallis&sapien=morbi&quis=odio&libero=odio&nullam=elementum&sit=eu&amet=interdum&turpis=eu&elementum=tincidunt&ligula=in&vehicula=leo,Part time,100,Offline,2022-12-06,2022-08-10
149,Trâm Anh,Female,gtagg44@netvibes.com,gtagg44@solutiondtk.com,+84 247-549-9304,60429-391,36987-1925,5,Data Engineer,2,Marketing,Ho Chi Minh,BiTS - Business and Information Technology School gGmbH,1999-04-01,2020-09-12,2020-11-12,Probation,2020-03-05,2022-09-21,11225167.33,HSBC,52685-444,18587159.79,7727048.62,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://bloomberg.com/justo/pellentesque/viverra/pede/ac/diam.jpg?congue=consectetuer&diam=eget&id=rutrum&ornare=at&imperdiet=lorem&sapien=integer&urna=tincidunt&pretium=ante&nisl=vel&ut=ipsum&volutpat=praesent&sapien=blandit&arcu=lacinia&sed=erat&augue=vestibulum&aliquam=sed&erat=magna&volutpat=at&in=nunc&congue=commodo&etiam=placerat&justo=praesent&etiam=blandit,Full time,80,Hybrid,2022-02-21,2022-11-05
152,Nguyễn Huy Thành,Male,rlingard47@paginegialle.it,rlingard47@solutiondtk.com,+84 280-241-2541,25021-452,49999-411,5,Data Engineer,2,Marketing,Ho Chi Minh,Fort Valley State College,1998-11-07,2021-04-18,2021-06-18,1 Year,2021-11-27,2022-02-16,22404835.85,HSBC,68788-9103,14191082.61,10678210.75,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://domainmarket.com/bibendum/felis.js?morbi=donec&sem=posuere&mauris=metus&laoreet=vitae&ut=ipsum&rhoncus=aliquam&aliquet=non&pulvinar=mauris&sed=morbi&nisl=non&nunc=lectus&rhoncus=aliquam&dui=sit&vel=amet&sem=diam&sed=in&sagittis=magna&nam=bibendum&congue=imperdiet&risus=nullam&semper=orci&porta=pede&volutpat=venenatis&quam=non&pede=sodales&lobortis=sed&ligula=tincidunt&sit=eu&amet=felis&eleifend=fusce&pede=posuere&libero=felis&quis=sed&orci=lacus&nullam=morbi&molestie=sem&nibh=mauris&in=laoreet&lectus=ut&pellentesque=rhoncus&at=aliquet&nulla=pulvinar&suspendisse=sed&potenti=nisl&cras=nunc&in=rhoncus&purus=dui&eu=vel&magna=sem&vulputate=sed&luctus=sagittis&cum=nam&sociis=congue&natoque=risus&penatibus=semper&et=porta&magnis=volutpat&dis=quam&parturient=pede&montes=lobortis&nascetur=ligula&ridiculus=sit&mus=amet&vivamus=eleifend&vestibulum=pede&sagittis=libero&sapien=quis&cum=orci,Full time,0,Offline,2022-06-21,2022-09-21
153,Ngô Nguyễn Phương Linh,Female,amcclinton48@chronoengine.com,amcclinton48@solutiondtk.com,+84 605-376-3899,48951-7018,54868-4645,6,Digital Marketing,7,Sales,Hanoi,Pharos International University,1999-12-03,2020-06-06,2020-08-06,Probation,2021-05-17,2022-02-12,13376781.87,HSBC,62011-0003,12269139.41,11866321.49,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,http://yolasite.com/eu/felis.jpg?a=maecenas&pede=tristique&posuere=est&nonummy=et&integer=tempus&non=semper&velit=est&donec=quam&diam=pharetra&neque=magna&vestibulum=ac&eget=consequat&vulputate=metus&ut=sapien&ultrices=ut&vel=nunc&augue=vestibulum&vestibulum=ante&ante=ipsum&ipsum=primis&primis=in&in=faucibus&faucibus=orci&orci=luctus&luctus=et&et=ultrices&ultrices=posuere&posuere=cubilia&cubilia=curae&curae=mauris&donec=viverra&pharetra=diam&magna=vitae&vestibulum=quam&aliquet=suspendisse&ultrices=potenti&erat=nullam&tortor=porttitor&sollicitudin=lacus&mi=at&sit=turpis&amet=donec&lobortis=posuere&sapien=metus&sapien=vitae&non=ipsum&mi=aliquam&integer=non&ac=mauris&neque=morbi&duis=non&bibendum=lectus&morbi=aliquam&non=sit&quam=amet&nec=diam&dui=in&luctus=magna&rutrum=bibendum,Part time,0,Online,2022-09-16,2022-01-14
156,Nguyễn Hữu Sum,Female,rbartalot4b@fastcompany.com,rbartalot4b@solutiondtk.com,+84 450-574-7802,48951-8041,49527-999,1,Admin,4,Technology,Hanoi,Northern Sichuan Medical College,2000-05-17,2021-07-15,2021-09-15,1 Year,2020-05-10,2022-12-15,24417265.17,HSBC,52125-279,22911647.91,17483972.89,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://narod.ru/gravida/nisi.html?nisi=porta&volutpat=volutpat&eleifend=erat&donec=quisque&ut=erat&dolor=eros&morbi=viverra&vel=eget,Full time,80,Hybrid,2021-06-12,2022-08-15
157,Nguyễn Hiến Chương,Male,rlangham4c@lycos.com,rlangham4c@solutiondtk.com,+84 636-995-0230,51096-0004,64942-1155,4,HR,4,Technology,Hanoi,University of Opole,1999-02-07,2020-03-24,2020-05-24,1 Year,2020-11-12,2022-01-11,22699159.34,HSBC,54569-4737,9100673.78,8829075.96,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://wikipedia.org/vestibulum/quam/sapien.aspx?eu=libero&sapien=nam&cursus=dui&vestibulum=proin&proin=leo&eu=odio&mi=porttitor&nulla=id&ac=consequat&enim=in&in=consequat&tempor=ut&turpis=nulla&nec=sed&euismod=accumsan&scelerisque=felis&quam=ut&turpis=at&adipiscing=dolor&lorem=quis&vitae=odio&mattis=consequat&nibh=varius&ligula=integer&nec=ac&sem=leo&duis=pellentesque&aliquam=ultrices&convallis=mattis&nunc=odio&proin=donec&at=vitae&turpis=nisi&a=nam&pede=ultrices,Full time,100,Offline,2022-08-02,2022-07-24
159,Lê Thị Cẩm Vân,Male,jhuxter4e@blog.com,jhuxter4e@solutiondtk.com,+84 917-571-1346,51514-0307,0944-8402,6,Digital Marketing,7,Sales,Hanoi,Louisiana State University Health Sciences Center New Orleans,1998-08-29,2021-10-06,2021-12-06,1 Year,2022-04-10,2022-05-02,24487183.58,HSBC,36800-228,22465955.55,14297232.06,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://house.gov/pede.jpg?dapibus=donec&augue=quis&vel=orci&accumsan=eget&tellus=orci&nisi=vehicula&eu=condimentum&orci=curabitur&mauris=in&lacinia=libero&sapien=ut&quis=massa&libero=volutpat&nullam=convallis&sit=morbi&amet=odio&turpis=odio&elementum=elementum&ligula=eu&vehicula=interdum&consequat=eu&morbi=tincidunt&a=in&ipsum=leo&integer=maecenas&a=pulvinar&nibh=lobortis&in=est&quis=phasellus&justo=sit&maecenas=amet&rhoncus=erat&aliquam=nulla&lacus=tempus&morbi=vivamus&quis=in&tortor=felis&id=eu&nulla=sapien&ultrices=cursus&aliquet=vestibulum&maecenas=proin&leo=eu&odio=mi&condimentum=nulla&id=ac&luctus=enim&nec=in&molestie=tempor&sed=turpis&justo=nec&pellentesque=euismod&viverra=scelerisque&pede=quam&ac=turpis&diam=adipiscing&cras=lorem&pellentesque=vitae&volutpat=mattis&dui=nibh&maecenas=ligula&tristique=nec&est=sem&et=duis&tempus=aliquam&semper=convallis&est=nunc&quam=proin&pharetra=at&magna=turpis&ac=a&consequat=pede&metus=posuere&sapien=nonummy&ut=integer&nunc=non&vestibulum=velit&ante=donec,Part time,80,Online,2022-02-03,2022-02-04
162,Nguyễn Minh Huy,Female,wkear4h@cnet.com,wkear4h@solutiondtk.com,+84 559-740-5398,52544-076,52979-8004,8,Software Engineer,4,Technology,Hanoi,Azad Jammu and Kashmir University,1998-03-19,2020-11-23,2021-01-23,Infinity,2020-12-13,9999-01-01,18020346.02,HSBC,10927-102,14116739.85,7139933.56,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://opera.com/eu/mi/nulla.json?placerat=ligula&ante=nec&nulla=sem&justo=duis&aliquam=aliquam&quis=convallis&turpis=nunc&eget=proin&elit=at&sodales=turpis&scelerisque=a&mauris=pede&sit=posuere&amet=nonummy&eros=integer&suspendisse=non&accumsan=velit&tortor=donec&quis=diam&turpis=neque&sed=vestibulum&ante=eget&vivamus=vulputate&tortor=ut&duis=ultrices&mattis=vel&egestas=augue&metus=vestibulum&aenean=ante&fermentum=ipsum&donec=primis&ut=in&mauris=faucibus&eget=orci&massa=luctus&tempor=et&convallis=ultrices&nulla=posuere&neque=cubilia&libero=curae&convallis=donec&eget=pharetra&eleifend=magna&luctus=vestibulum&ultricies=aliquet&eu=ultrices&nibh=erat&quisque=tortor&id=sollicitudin&justo=mi&sit=sit&amet=amet&sapien=lobortis&dignissim=sapien&vestibulum=sapien,Part time,100,Hybrid,2022-05-13,2022-08-23
167,Hán Hải Đăng,Non-binary,sbeagin4m@uiuc.edu,sbeagin4m@solutiondtk.com,+84 999-736-3449,53033-006,64942-1117,6,Digital Marketing,11,Management,Ho Chi Minh,Build Bright University,1999-06-21,2021-11-05,2022-01-05,Infinity,2021-02-10,9999-01-01,12554196.66,HSBC,21130-008,20491262.03,9610831.89,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://vinaora.com/lacus/at/turpis.js?varius=a&nulla=pede&facilisi=posuere&cras=nonummy&non=integer&velit=non&nec=velit&nisi=donec&vulputate=diam&nonummy=neque&maecenas=vestibulum&tincidunt=eget&lacus=vulputate&at=ut,Full time,100,Online,2022-09-26,2021-11-16
168,Nguyễn Lan Tường,Male,laskem4n@noaa.gov,laskem4n@solutiondtk.com,+84 804-709-1112,36800-051,65862-375,10,Designer,1,Marketing,Hanoi,Azerbaijan Technical University,1998-11-27,2021-06-20,2021-08-20,Probation,2022-01-04,2022-05-03,24497475.49,HSBC,68084-333,17484914.97,11702621.06,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://ibm.com/dolor/quis/odio.html?eu=tempus&est=vivamus&congue=in&elementum=felis&in=eu&hac=sapien&habitasse=cursus&platea=vestibulum&dictumst=proin&morbi=eu&vestibulum=mi&velit=nulla&id=ac&pretium=enim&iaculis=in&diam=tempor&erat=turpis&fermentum=nec&justo=euismod&nec=scelerisque&condimentum=quam&neque=turpis&sapien=adipiscing&placerat=lorem&ante=vitae&nulla=mattis&justo=nibh&aliquam=ligula,Full time,100,Hybrid,2021-10-24,2022-05-31
175,Nguyễn Văn Lực,Male,gbartocci4u@illinois.edu,gbartocci4u@solutiondtk.com,+84 561-174-6509,17478-715,62756-348,9,Sales,11,Management,Ho Chi Minh,Cochin University of Science and Technology,1999-02-11,2021-11-08,2022-01-08,Infinity,2021-12-04,9999-01-01,12490045.08,HSBC,59779-347,20643757.4,9997320.83,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://delicious.com/est/congue.html?ligula=suspendisse&vehicula=accumsan&consequat=tortor&morbi=quis&a=turpis&ipsum=sed&integer=ante&a=vivamus&nibh=tortor&in=duis&quis=mattis&justo=egestas&maecenas=metus&rhoncus=aenean&aliquam=fermentum&lacus=donec&morbi=ut&quis=mauris&tortor=eget&id=massa&nulla=tempor&ultrices=convallis&aliquet=nulla&maecenas=neque&leo=libero&odio=convallis&condimentum=eget&id=eleifend&luctus=luctus&nec=ultricies&molestie=eu&sed=nibh&justo=quisque&pellentesque=id&viverra=justo&pede=sit&ac=amet&diam=sapien&cras=dignissim&pellentesque=vestibulum&volutpat=vestibulum&dui=ante&maecenas=ipsum&tristique=primis&est=in&et=faucibus&tempus=orci&semper=luctus&est=et&quam=ultrices&pharetra=posuere&magna=cubilia&ac=curae&consequat=nulla&metus=dapibus&sapien=dolor&ut=vel&nunc=est&vestibulum=donec&ante=odio&ipsum=justo&primis=sollicitudin&in=ut&faucibus=suscipit&orci=a&luctus=feugiat&et=et&ultrices=eros&posuere=vestibulum&cubilia=ac&curae=est&mauris=lacinia&viverra=nisi&diam=venenatis&vitae=tristique&quam=fusce&suspendisse=congue&potenti=diam&nullam=id&porttitor=ornare,Full time,80,Offline,2022-06-21,2022-04-17
176,Trần Thúy Nga,Male,mmccathie4v@a8.net,mmccathie4v@solutiondtk.com,+84 171-638-7655,64942-1274,65862-001,7,Content Marketing,3,Marketing,Da Nang,Vikram University,1996-08-22,2020-04-12,2020-06-12,Probation,2020-05-03,2023-03-05,22405282.88,HSBC,52125-212,21653153.18,11496899.23,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://yelp.com/sit/amet/diam.jsp?felis=montes&donec=nascetur&semper=ridiculus&sapien=mus&a=etiam&libero=vel&nam=augue&dui=vestibulum&proin=rutrum&leo=rutrum&odio=neque&porttitor=aenean&id=auctor&consequat=gravida&in=sem&consequat=praesent&ut=id&nulla=massa,Part time,100,Online,2022-02-24,2021-11-27
181,Trần Thị Ngọc Ánh,Male,ebelfrage50@rediff.com,ebelfrage50@solutiondtk.com,+84 984-751-0990,62362-184,57520-0030,6,Digital Marketing,5,Technology,Ho Chi Minh,University of Veterinary Science,2000-06-19,2021-04-23,2021-06-23,1 Year,2022-01-11,2023-02-07,20642394.59,HSBC,50988-178,17845346.83,17085980.03,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://house.gov/ut/tellus/nulla/ut/erat.js?et=lacinia&tempus=sapien&semper=quis&est=libero&quam=nullam&pharetra=sit&magna=amet&ac=turpis&consequat=elementum&metus=ligula&sapien=vehicula&ut=consequat&nunc=morbi&vestibulum=a&ante=ipsum&ipsum=integer&primis=a&in=nibh&faucibus=in&orci=quis&luctus=justo&et=maecenas&ultrices=rhoncus&posuere=aliquam&cubilia=lacus&curae=morbi&mauris=quis&viverra=tortor&diam=id&vitae=nulla&quam=ultrices&suspendisse=aliquet&potenti=maecenas&nullam=leo&porttitor=odio&lacus=condimentum&at=id&turpis=luctus&donec=nec&posuere=molestie&metus=sed&vitae=justo&ipsum=pellentesque&aliquam=viverra&non=pede&mauris=ac&morbi=diam&non=cras&lectus=pellentesque&aliquam=volutpat&sit=dui&amet=maecenas&diam=tristique&in=est&magna=et&bibendum=tempus&imperdiet=semper&nullam=est&orci=quam&pede=pharetra&venenatis=magna&non=ac&sodales=consequat&sed=metus,Full time,80,Online,2022-01-31,2022-07-14
182,Hà Văn Trường,Female,ccuredell51@vinaora.com,ccuredell51@solutiondtk.com,+84 497-370-2670,49967-028,41250-266,5,Data Engineer,2,Marketing,Ho Chi Minh,Australian Correspondence Schools,1996-07-27,2020-09-22,2020-11-22,Infinity,2020-09-29,9999-01-01,23493999.05,HSBC,57520-0021,20203027.4,14370121.24,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,http://macromedia.com/nisl/nunc/rhoncus/dui/vel/sem.jpg?enim=libero&leo=nullam&rhoncus=sit&sed=amet&vestibulum=turpis&sit=elementum&amet=ligula&cursus=vehicula&id=consequat&turpis=morbi&integer=a&aliquet=ipsum&massa=integer&id=a&lobortis=nibh&convallis=in&tortor=quis&risus=justo&dapibus=maecenas&augue=rhoncus&vel=aliquam&accumsan=lacus&tellus=morbi,Full time,100,Hybrid,2022-01-22,2022-06-15
183,Đoàn Quý Phú,Female,ewellfare52@ycombinator.com,ewellfare52@solutiondtk.com,+84 177-416-1205,0574-0425,0268-6115,3,Accountant,9,Sales,Da Nang,Falmouth University,2000-02-20,2020-05-12,2020-07-12,1 Year,2021-12-10,2023-04-05,8879772.7,HSBC,0168-0370,12012750.72,8829500.1,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://diigo.com/ligula/sit.js?ultrices=ipsum&posuere=primis&cubilia=in&curae=faucibus&donec=orci&pharetra=luctus&magna=et&vestibulum=ultrices&aliquet=posuere&ultrices=cubilia&erat=curae&tortor=duis&sollicitudin=faucibus&mi=accumsan&sit=odio&amet=curabitur&lobortis=convallis&sapien=duis&sapien=consequat&non=dui&mi=nec&integer=nisi&ac=volutpat&neque=eleifend&duis=donec&bibendum=ut&morbi=dolor&non=morbi&quam=vel&nec=lectus&dui=in&luctus=quam&rutrum=fringilla&nulla=rhoncus&tellus=mauris&in=enim&sagittis=leo&dui=rhoncus&vel=sed&nisl=vestibulum&duis=sit&ac=amet&nibh=cursus&fusce=id&lacus=turpis&purus=integer&aliquet=aliquet&at=massa&feugiat=id&non=lobortis&pretium=convallis&quis=tortor&lectus=risus&suspendisse=dapibus&potenti=augue&in=vel&eleifend=accumsan&quam=tellus&a=nisi&odio=eu&in=orci&hac=mauris&habitasse=lacinia&platea=sapien&dictumst=quis&maecenas=libero&ut=nullam&massa=sit&quis=amet&augue=turpis&luctus=elementum&tincidunt=ligula&nulla=vehicula&mollis=consequat&molestie=morbi&lorem=a&quisque=ipsum&ut=integer&erat=a&curabitur=nibh&gravida=in&nisi=quis&at=justo&nibh=maecenas&in=rhoncus&hac=aliquam&habitasse=lacus&platea=morbi&dictumst=quis&aliquam=tortor&augue=id&quam=nulla&sollicitudin=ultrices&vitae=aliquet&consectetuer=maecenas&eget=leo&rutrum=odio&at=condimentum&lorem=id,Part time,80,Offline,2022-02-28,2022-07-30
